ID,Fuel_Type,Monthly_Distance_Km,Body_Type,Sex,Diet,Social_Activity,Transport,Vehicle_Type,Air_Travel,Waste_Bag_Size,Waste_Bag_Weekly_Count,Energy_Efficiency,TV_PC_Usage,New_Clothes_Monthly,Transport_Emissions,Energy_Emissions,Diet_Emissions,Waste_Emissions,Total_Emissions
2070,Electric,2167,Overweight,Male,Pescatarian,No,Walk/Bicycle,Petrol,Never,Medium,9,No,1,7,260.04,21,162,3.6,446.64
2071,Petrol,775,Overweight,Female,Pescatarian,No,Walk/Bicycle,CNG,Rarely,Small,1,Yes,7,22,149.1875,147,162,0.4,458.5875
2072,Electric,1175,Underweight,Male,Vegan,Often,Public,Diesel,Rarely,Extra Large,1,No,13,3,141,273,63,0.4,477.4
2073,CNG,2323,Normal,Female,Omnivore,Often,Private,None,Very Frequently,Small,0,No,23,11,313.605,483,225,0,1021.605
2074,Diesel,1551,Normal,Female,Omnivore,Never,Private,Petrol,Frequently,Medium,0,Yes,10,24,277.112,210,225,0,712.112
2075,Electric,1856,Overweight,Male,Pescatarian,Never,Public,Electric,Very Frequently,Extra Large,3,No,7,6,222.72,147,162,1.2,532.92
2076,Electric,2603,Overweight,Male,Omnivore,Often,Private,Diesel,Frequently,Large,4,Yes,8,23,312.36,168,225,1.6,706.96
2077,CNG,1046,Underweight,Female,Vegan,No,Public,Electric,Never,Large,3,No,6,26,141.21,126,63,1.2,331.41
2078,Electric,1635,Obese,Male,Omnivore,Never,Public,CNG,Never,Medium,5,No,20,7,196.2,420,225,2,843.2
2079,Electric,2583,Overweight,Male,Pescatarian,Often,Public,Diesel,Frequently,Small,7,No,22,18,309.96,462,162,2.8,936.76
2080,CNG,2540,Overweight,Male,Vegan,Never,Private,Petrol,Frequently,Large,1,Yes,13,22,342.9,273,63,0.4,679.3
2081,Petrol,938,Obese,Male,Pescatarian,Often,Walk/Bicycle,None,Rarely,Large,0,No,6,7,180.565,126,162,0,468.565
2082,CNG,2252,Overweight,Female,Vegan,No,Public,None,Frequently,Extra Large,1,Yes,9,18,304.02,189,63,0.4,556.42
2083,Petrol,2115,Normal,Female,Vegan,Often,Private,CNG,Rarely,Small,9,Yes,6,24,407.1375,126,63,3.6,599.7375
2084,Diesel,2349,Overweight,Male,Pescatarian,Never,Walk/Bicycle,None,Frequently,Small,5,No,23,28,419.688,483,162,2,1066.688
2085,Petrol,2100,Normal,Female,Vegetarian,Often,Public,None,Rarely,Large,3,Yes,14,25,404.25,294,108,1.2,807.45
2086,Petrol,2163,Underweight,Female,Pescatarian,Never,Walk/Bicycle,CNG,Very Frequently,Medium,6,Yes,17,3,416.3775,357,162,2.4,937.7775
2087,Diesel,806,Underweight,Male,Vegan,Never,Private,Petrol,Rarely,Large,1,No,12,28,144.0053333,252,63,0.4,459.4053333
2088,Petrol,1118,Normal,Male,Pescatarian,Never,Walk/Bicycle,Diesel,Very Frequently,Small,0,No,3,9,215.215,63,162,0,440.215
2089,CNG,1632,Normal,Female,Pescatarian,No,Walk/Bicycle,Diesel,Rarely,Extra Large,4,No,11,14,220.32,231,162,1.6,614.92
2090,Petrol,1895,Obese,Female,Vegan,No,Private,CNG,Never,Small,8,No,19,22,364.7875,399,63,3.2,829.9875
2091,Diesel,2904,Normal,Female,Omnivore,Often,Public,Electric,Rarely,Extra Large,5,No,17,7,518.848,357,225,2,1102.848
2092,CNG,2728,Normal,Male,Vegan,Often,Private,CNG,Frequently,Extra Large,5,No,6,14,368.28,126,63,2,559.28
2093,Diesel,1879,Overweight,Female,Pescatarian,Never,Private,CNG,Very Frequently,Extra Large,0,No,21,15,335.7146667,441,162,0,938.7146667
2094,Diesel,2199,Obese,Female,Vegan,No,Public,CNG,Frequently,Small,0,No,3,23,392.888,63,63,0,518.888
2095,Electric,2615,Normal,Male,Vegan,Often,Public,CNG,Frequently,Small,3,Yes,23,20,313.8,483,63,1.2,861
2096,Electric,2839,Normal,Female,Omnivore,Often,Private,None,Never,Medium,1,No,21,6,340.68,441,225,0.4,1007.08
2097,Diesel,680,Normal,Male,Vegetarian,No,Public,None,Rarely,Large,2,No,7,7,121.4933333,147,108,0.8,377.2933333
2098,Diesel,2981,Overweight,Male,Pescatarian,Never,Public,Petrol,Never,Small,5,No,19,28,532.6053333,399,162,2,1095.605333
2099,Diesel,1987,Overweight,Female,Pescatarian,Often,Private,CNG,Rarely,Extra Large,9,Yes,17,12,355.0106667,357,162,3.6,877.6106667
2100,Electric,1413,Overweight,Male,Omnivore,Never,Private,Diesel,Frequently,Small,0,Yes,5,12,169.56,105,225,0,499.56
2101,Electric,2057,Underweight,Male,Vegan,No,Private,Electric,Rarely,Small,9,No,8,26,246.84,168,63,3.6,481.44
2102,Petrol,2613,Overweight,Female,Vegetarian,No,Private,None,Never,Large,1,No,11,28,503.0025,231,108,0.4,842.4025
2103,Petrol,1544,Normal,Male,Pescatarian,Often,Walk/Bicycle,Diesel,Very Frequently,Small,3,Yes,8,1,297.22,168,162,1.2,628.42
2104,Diesel,2135,Overweight,Female,Vegetarian,Often,Walk/Bicycle,None,Never,Extra Large,5,Yes,14,25,381.4533333,294,108,2,785.4533333
2105,CNG,2931,Overweight,Male,Vegetarian,No,Public,Petrol,Never,Large,2,No,12,19,395.685,252,108,0.8,756.485
2106,CNG,2138,Obese,Male,Vegan,Never,Walk/Bicycle,Electric,Never,Medium,8,No,2,14,288.63,42,63,3.2,396.83
2107,Electric,2082,Normal,Female,Vegan,Never,Walk/Bicycle,None,Very Frequently,Extra Large,9,Yes,2,5,249.84,42,63,3.6,358.44
2108,Electric,2586,Overweight,Female,Vegan,No,Walk/Bicycle,Electric,Frequently,Extra Large,3,Yes,18,24,310.32,378,63,1.2,752.52
2109,Electric,1808,Underweight,Female,Pescatarian,Often,Public,Electric,Never,Small,6,No,20,17,216.96,420,162,2.4,801.36
2110,Diesel,1321,Obese,Male,Vegetarian,No,Walk/Bicycle,Diesel,Never,Medium,4,No,20,6,236.0186667,420,108,1.6,765.6186667
2111,CNG,1101,Overweight,Female,Vegetarian,Often,Private,None,Never,Large,5,No,12,1,148.635,252,108,2,510.635
2112,Petrol,2120,Obese,Male,Pescatarian,Never,Private,Electric,Very Frequently,Medium,8,Yes,20,25,408.1,420,162,3.2,993.3
2113,Diesel,1284,Obese,Female,Omnivore,Often,Public,CNG,Very Frequently,Small,8,No,23,1,229.408,483,225,3.2,940.608
2114,Petrol,1711,Underweight,Male,Vegan,Never,Public,Electric,Very Frequently,Medium,5,No,11,0,329.3675,231,63,2,625.3675
2115,Petrol,1170,Underweight,Female,Pescatarian,No,Public,Electric,Frequently,Extra Large,1,No,23,24,225.225,483,162,0.4,870.625
2116,Diesel,1766,Underweight,Male,Vegan,Often,Walk/Bicycle,None,Rarely,Extra Large,8,Yes,23,21,315.5253333,483,63,3.2,864.7253333
2117,Petrol,1596,Normal,Female,Vegetarian,Never,Public,CNG,Frequently,Medium,1,No,5,28,307.23,105,108,0.4,520.63
2118,CNG,2497,Obese,Male,Pescatarian,Often,Public,Electric,Frequently,Medium,1,No,17,13,337.095,357,162,0.4,856.495
2119,Petrol,600,Overweight,Male,Omnivore,Never,Public,None,Frequently,Extra Large,1,No,8,1,115.5,168,225,0.4,508.9
2120,CNG,2279,Underweight,Male,Vegan,Never,Private,None,Rarely,Medium,6,Yes,21,9,307.665,441,63,2.4,814.065
2121,CNG,675,Underweight,Male,Vegetarian,No,Public,Electric,Never,Extra Large,3,No,16,3,91.125,336,108,1.2,536.325
2122,CNG,737,Obese,Female,Vegetarian,No,Private,Petrol,Very Frequently,Medium,7,Yes,11,3,99.495,231,108,2.8,441.295
2123,Electric,1622,Obese,Male,Omnivore,Often,Private,Petrol,Frequently,Large,7,Yes,20,27,194.64,420,225,2.8,842.44
2124,Petrol,2477,Obese,Female,Omnivore,Never,Public,Diesel,Very Frequently,Large,0,No,22,22,476.8225,462,225,0,1163.8225
2125,Diesel,2503,Overweight,Male,Vegan,No,Public,Petrol,Very Frequently,Small,0,No,16,6,447.2026667,336,63,0,846.2026667
2126,Diesel,2037,Normal,Female,Vegetarian,Often,Walk/Bicycle,Petrol,Very Frequently,Extra Large,3,No,14,19,363.944,294,108,1.2,767.144
2127,Petrol,1254,Normal,Male,Omnivore,No,Public,None,Never,Large,1,No,22,4,241.395,462,225,0.4,928.795
2128,Electric,2758,Underweight,Male,Pescatarian,Often,Public,None,Very Frequently,Extra Large,2,No,20,26,330.96,420,162,0.8,913.76
2129,Electric,1646,Normal,Female,Omnivore,No,Public,Electric,Very Frequently,Large,9,Yes,20,11,197.52,420,225,3.6,846.12
2130,CNG,1911,Overweight,Female,Pescatarian,No,Public,Electric,Never,Small,1,No,1,11,257.985,21,162,0.4,441.385
2131,Petrol,639,Normal,Male,Vegetarian,Never,Public,None,Very Frequently,Extra Large,9,No,3,24,123.0075,63,108,3.6,297.6075
2132,Petrol,1040,Overweight,Female,Vegan,Never,Public,Electric,Rarely,Large,8,No,8,5,200.2,168,63,3.2,434.4
2133,Diesel,1914,Underweight,Female,Vegetarian,No,Walk/Bicycle,None,Rarely,Extra Large,5,No,11,17,341.968,231,108,2,682.968
2134,Petrol,769,Obese,Female,Vegetarian,Never,Walk/Bicycle,Petrol,Frequently,Small,6,Yes,1,28,148.0325,21,108,2.4,279.4325
2135,Electric,1535,Overweight,Male,Vegetarian,No,Public,Electric,Rarely,Small,5,Yes,23,1,184.2,483,108,2,777.2
2136,Petrol,2390,Obese,Female,Vegetarian,Often,Walk/Bicycle,Petrol,Rarely,Large,0,No,3,18,460.075,63,108,0,631.075
2137,Diesel,1005,Underweight,Male,Vegan,No,Private,Diesel,Rarely,Medium,4,No,11,28,179.56,231,63,1.6,475.16
2138,CNG,1629,Overweight,Female,Omnivore,No,Walk/Bicycle,Electric,Never,Small,2,No,1,26,219.915,21,225,0.8,466.715
2139,Diesel,2579,Overweight,Female,Vegan,Often,Private,None,Rarely,Medium,9,Yes,5,15,460.7813333,105,63,3.6,632.3813333
2140,Diesel,2372,Normal,Male,Vegan,Often,Public,None,Very Frequently,Small,7,No,6,22,423.7973333,126,63,2.8,615.5973333
2141,CNG,1592,Overweight,Female,Vegan,Never,Private,Diesel,Frequently,Large,6,No,17,1,214.92,357,63,2.4,637.32
2142,Diesel,1312,Underweight,Female,Vegan,Often,Public,None,Very Frequently,Medium,8,Yes,23,16,234.4106667,483,63,3.2,783.6106667
2143,Diesel,861,Obese,Female,Omnivore,Never,Walk/Bicycle,Petrol,Very Frequently,Extra Large,0,Yes,4,19,153.832,84,225,0,462.832
2144,Petrol,1956,Overweight,Female,Vegetarian,No,Private,None,Rarely,Small,1,Yes,21,25,376.53,441,108,0.4,925.93
2145,Petrol,1428,Underweight,Female,Omnivore,Often,Private,Diesel,Frequently,Large,1,No,21,6,274.89,441,225,0.4,941.29
2146,CNG,599,Underweight,Female,Omnivore,No,Private,CNG,Very Frequently,Extra Large,0,Yes,9,20,80.865,189,225,0,494.865
2147,Petrol,2181,Overweight,Female,Vegetarian,Never,Public,CNG,Frequently,Medium,7,No,17,6,419.8425,357,108,2.8,887.6425
2148,Petrol,2556,Normal,Male,Omnivore,Often,Public,Petrol,Rarely,Large,3,No,10,22,492.03,210,225,1.2,928.23
2149,Diesel,1552,Overweight,Male,Vegan,Never,Walk/Bicycle,CNG,Very Frequently,Extra Large,6,No,16,11,277.2906667,336,63,2.4,678.6906667
2150,Electric,1420,Overweight,Male,Vegan,Never,Walk/Bicycle,None,Never,Large,9,Yes,10,22,170.4,210,63,3.6,447
2151,Petrol,2937,Normal,Male,Vegetarian,Often,Public,Diesel,Very Frequently,Medium,0,No,4,28,565.3725,84,108,0,757.3725
2152,Electric,1131,Underweight,Male,Vegetarian,Often,Walk/Bicycle,Petrol,Very Frequently,Extra Large,7,No,5,10,135.72,105,108,2.8,351.52
2153,Petrol,1181,Overweight,Female,Vegetarian,Never,Private,CNG,Frequently,Small,7,No,13,28,227.3425,273,108,2.8,611.1425
2154,Petrol,2704,Normal,Male,Vegan,Often,Private,None,Frequently,Small,9,No,15,16,520.52,315,63,3.6,902.12
2155,CNG,2882,Obese,Male,Vegetarian,Never,Private,None,Frequently,Large,2,No,13,10,389.07,273,108,0.8,770.87
2156,CNG,2807,Obese,Female,Omnivore,No,Walk/Bicycle,Electric,Rarely,Small,8,Yes,0,7,378.945,0,225,3.2,607.145
2157,CNG,2629,Normal,Male,Omnivore,No,Private,Electric,Frequently,Medium,4,No,23,5,354.915,483,225,1.6,1064.515
2158,Electric,1253,Underweight,Female,Pescatarian,Often,Private,Diesel,Rarely,Medium,4,No,4,5,150.36,84,162,1.6,397.96
2159,Diesel,1964,Normal,Female,Pescatarian,Often,Public,Petrol,Frequently,Extra Large,4,Yes,4,14,350.9013333,84,162,1.6,598.5013333
2160,Petrol,1219,Underweight,Male,Vegetarian,No,Public,CNG,Never,Extra Large,0,No,7,25,234.6575,147,108,0,489.6575
2161,Petrol,574,Obese,Male,Pescatarian,Never,Walk/Bicycle,CNG,Frequently,Extra Large,9,No,13,19,110.495,273,162,3.6,549.095
2162,Petrol,1793,Overweight,Female,Vegan,Never,Public,None,Rarely,Large,1,No,7,11,345.1525,147,63,0.4,555.5525
2163,Electric,2422,Normal,Female,Vegan,Never,Walk/Bicycle,CNG,Rarely,Large,0,Yes,8,8,290.64,168,63,0,521.64
2164,CNG,561,Obese,Male,Omnivore,Often,Walk/Bicycle,Diesel,Very Frequently,Medium,1,Yes,19,12,75.735,399,225,0.4,700.135
2165,Diesel,1373,Overweight,Female,Omnivore,Never,Public,Electric,Frequently,Medium,8,Yes,2,14,245.3093333,42,225,3.2,515.5093333
2166,Electric,819,Obese,Male,Pescatarian,Often,Public,None,Rarely,Large,8,Yes,9,14,98.28,189,162,3.2,452.48
2167,CNG,2649,Normal,Male,Pescatarian,Often,Walk/Bicycle,Petrol,Very Frequently,Extra Large,4,Yes,15,25,357.615,315,162,1.6,836.215
2168,Electric,1952,Normal,Male,Vegan,Often,Walk/Bicycle,None,Never,Large,3,No,10,29,234.24,210,63,1.2,508.44
2169,Diesel,1373,Overweight,Male,Omnivore,No,Walk/Bicycle,CNG,Rarely,Extra Large,1,Yes,1,28,245.3093333,21,225,0.4,491.7093333
2170,CNG,2245,Normal,Female,Pescatarian,Never,Private,Diesel,Frequently,Medium,5,No,0,29,303.075,0,162,2,467.075
2171,Electric,2802,Obese,Female,Vegan,Often,Private,Petrol,Never,Extra Large,8,Yes,9,12,336.24,189,63,3.2,591.44
2172,Diesel,2055,Overweight,Male,Omnivore,Never,Public,None,Rarely,Large,7,No,20,8,367.16,420,225,2.8,1014.96
2173,Petrol,611,Overweight,Male,Vegan,No,Private,CNG,Frequently,Small,9,Yes,5,29,117.6175,105,63,3.6,289.2175
2174,Diesel,960,Obese,Female,Vegan,Never,Private,None,Rarely,Medium,3,Yes,7,10,171.52,147,63,1.2,382.72
2175,Petrol,1386,Underweight,Female,Omnivore,No,Walk/Bicycle,Petrol,Frequently,Medium,5,No,5,21,266.805,105,225,2,598.805
2176,Electric,1615,Overweight,Female,Vegan,Often,Private,CNG,Very Frequently,Large,8,No,1,10,193.8,21,63,3.2,281
2177,CNG,1575,Underweight,Female,Pescatarian,Often,Public,Electric,Rarely,Large,9,Yes,7,8,212.625,147,162,3.6,525.225
2178,CNG,1019,Obese,Female,Vegan,No,Private,Petrol,Rarely,Medium,9,No,20,16,137.565,420,63,3.6,624.165
2179,Electric,1311,Obese,Male,Pescatarian,Often,Private,Electric,Never,Large,3,No,2,22,157.32,42,162,1.2,362.52
2180,CNG,2783,Overweight,Male,Vegetarian,Never,Private,Electric,Very Frequently,Extra Large,8,No,21,24,375.705,441,108,3.2,927.905
2181,CNG,2424,Normal,Male,Vegetarian,Never,Public,CNG,Never,Extra Large,7,Yes,11,20,327.24,231,108,2.8,669.04
2182,Petrol,2104,Overweight,Male,Vegetarian,No,Public,None,Rarely,Extra Large,2,No,5,5,405.02,105,108,0.8,618.82
2183,Electric,1426,Normal,Female,Vegan,Never,Walk/Bicycle,None,Very Frequently,Small,8,No,18,21,171.12,378,63,3.2,615.32
2184,Diesel,1056,Underweight,Female,Vegetarian,Often,Private,Diesel,Frequently,Large,4,Yes,6,4,188.672,126,108,1.6,424.272
2185,Petrol,2781,Normal,Male,Vegetarian,Often,Walk/Bicycle,Petrol,Very Frequently,Extra Large,0,No,22,25,535.3425,462,108,0,1105.3425
2186,Electric,1555,Overweight,Male,Vegan,Often,Walk/Bicycle,Petrol,Very Frequently,Medium,7,Yes,22,24,186.6,462,63,2.8,714.4
2187,Petrol,1078,Normal,Female,Omnivore,Never,Public,CNG,Frequently,Extra Large,4,No,23,20,207.515,483,225,1.6,917.115
2188,Diesel,1041,Obese,Male,Vegan,Often,Walk/Bicycle,CNG,Rarely,Extra Large,4,No,22,2,185.992,462,63,1.6,712.592
2189,Diesel,2661,Underweight,Male,Pescatarian,Never,Private,Diesel,Rarely,Large,1,No,12,5,475.432,252,162,0.4,889.832
2190,Electric,2751,Obese,Female,Vegan,No,Walk/Bicycle,Diesel,Never,Medium,8,No,3,21,330.12,63,63,3.2,459.32
2191,Diesel,1552,Obese,Female,Omnivore,Often,Public,Electric,Rarely,Small,5,No,20,16,277.2906667,420,225,2,924.2906667
2192,Petrol,973,Obese,Female,Vegetarian,No,Public,Diesel,Rarely,Medium,9,No,13,10,187.3025,273,108,3.6,571.9025
2193,Diesel,2800,Obese,Male,Vegan,Never,Public,None,Frequently,Extra Large,2,No,3,3,500.2666667,63,63,0.8,627.0666667
2194,Petrol,1404,Normal,Female,Vegetarian,Never,Private,Electric,Never,Small,6,No,17,25,270.27,357,108,2.4,737.67
2195,Petrol,2445,Obese,Female,Pescatarian,No,Walk/Bicycle,Diesel,Very Frequently,Small,1,Yes,6,11,470.6625,126,162,0.4,759.0625
2196,Diesel,885,Normal,Male,Omnivore,Often,Private,None,Never,Small,6,Yes,12,9,158.12,252,225,2.4,637.52
2197,Electric,561,Obese,Female,Vegetarian,Often,Public,None,Rarely,Small,1,Yes,2,16,67.32,42,108,0.4,217.72
2198,CNG,1014,Overweight,Male,Vegetarian,Often,Private,Electric,Never,Small,4,Yes,16,5,136.89,336,108,1.6,582.49
2199,Diesel,929,Obese,Male,Vegetarian,No,Public,Electric,Very Frequently,Large,9,Yes,0,17,165.9813333,0,108,3.6,277.5813333
2200,Petrol,1079,Overweight,Male,Vegetarian,Never,Private,None,Frequently,Extra Large,9,Yes,10,20,207.7075,210,108,3.6,529.3075
2201,Petrol,2060,Normal,Male,Vegan,No,Private,CNG,Rarely,Small,8,No,18,18,396.55,378,63,3.2,840.75
2202,Diesel,1664,Underweight,Female,Omnivore,Never,Walk/Bicycle,Electric,Rarely,Extra Large,8,Yes,6,21,297.3013333,126,225,3.2,651.5013333
2203,Electric,1823,Normal,Male,Omnivore,Often,Walk/Bicycle,Petrol,Very Frequently,Large,5,No,13,28,218.76,273,225,2,718.76
2204,Electric,2858,Underweight,Female,Vegetarian,Often,Public,CNG,Frequently,Large,2,No,6,24,342.96,126,108,0.8,577.76
2205,Petrol,970,Underweight,Female,Omnivore,Never,Walk/Bicycle,Petrol,Never,Large,3,Yes,23,14,186.725,483,225,1.2,895.925
2206,Petrol,1916,Obese,Female,Vegetarian,Often,Walk/Bicycle,Diesel,Very Frequently,Medium,3,No,21,11,368.83,441,108,1.2,919.03
2207,Electric,2165,Underweight,Female,Pescatarian,No,Private,Electric,Never,Medium,8,No,10,18,259.8,210,162,3.2,635
2208,CNG,1968,Normal,Female,Pescatarian,Never,Public,Electric,Frequently,Small,3,Yes,18,24,265.68,378,162,1.2,806.88
2209,Diesel,1308,Obese,Male,Pescatarian,Often,Private,None,Frequently,Large,3,No,15,4,233.696,315,162,1.2,711.896
2210,Petrol,671,Underweight,Female,Omnivore,Often,Private,Electric,Frequently,Medium,4,No,16,28,129.1675,336,225,1.6,691.7675
2211,Petrol,530,Normal,Male,Vegetarian,Often,Walk/Bicycle,Petrol,Frequently,Large,5,Yes,13,17,102.025,273,108,2,485.025
2212,Electric,546,Underweight,Male,Vegan,Often,Walk/Bicycle,CNG,Never,Medium,7,No,23,25,65.52,483,63,2.8,614.32
2213,Diesel,629,Underweight,Male,Vegan,Never,Public,Diesel,Very Frequently,Large,0,No,21,11,112.3813333,441,63,0,616.3813333
2214,Electric,2899,Obese,Female,Pescatarian,Never,Walk/Bicycle,CNG,Very Frequently,Medium,4,Yes,14,25,347.88,294,162,1.6,805.48
2215,Diesel,1477,Obese,Female,Pescatarian,Often,Private,Petrol,Never,Extra Large,8,No,17,25,263.8906667,357,162,3.2,786.0906667
2216,Diesel,2145,Normal,Female,Omnivore,No,Walk/Bicycle,Diesel,Frequently,Small,9,No,11,14,383.24,231,225,3.6,842.84
2217,Diesel,2104,Obese,Female,Vegan,No,Public,None,Frequently,Small,3,Yes,12,9,375.9146667,252,63,1.2,692.1146667
2218,Petrol,557,Obese,Male,Omnivore,No,Public,Electric,Rarely,Extra Large,7,No,23,27,107.2225,483,225,2.8,818.0225
2219,CNG,1629,Overweight,Female,Pescatarian,No,Private,Electric,Rarely,Small,8,No,3,24,219.915,63,162,3.2,448.115
2220,Electric,1853,Overweight,Female,Vegetarian,Never,Private,None,Never,Large,0,Yes,9,29,222.36,189,108,0,519.36
2221,CNG,1267,Normal,Male,Vegetarian,Never,Walk/Bicycle,Petrol,Very Frequently,Small,7,No,8,18,171.045,168,108,2.8,449.845
2222,Electric,1182,Obese,Male,Vegetarian,No,Public,None,Rarely,Small,7,No,11,8,141.84,231,108,2.8,483.64
2223,Diesel,2508,Normal,Male,Pescatarian,Never,Private,Petrol,Rarely,Medium,4,Yes,3,5,448.096,63,162,1.6,674.696
2224,Petrol,2833,Overweight,Male,Omnivore,No,Walk/Bicycle,Diesel,Very Frequently,Medium,9,No,5,13,545.3525,105,225,3.6,878.9525
2225,CNG,2290,Overweight,Male,Vegetarian,Often,Walk/Bicycle,CNG,Rarely,Extra Large,1,Yes,13,0,309.15,273,108,0.4,690.55
2226,Petrol,1977,Overweight,Male,Vegan,Often,Walk/Bicycle,CNG,Very Frequently,Medium,6,No,3,0,380.5725,63,63,2.4,508.9725
2227,Electric,1385,Normal,Male,Vegan,No,Private,None,Never,Extra Large,4,Yes,9,28,166.2,189,63,1.6,419.8
2228,Petrol,896,Obese,Female,Pescatarian,Never,Private,Electric,Rarely,Small,4,Yes,4,10,172.48,84,162,1.6,420.08
2229,Petrol,2038,Underweight,Female,Vegan,No,Walk/Bicycle,None,Frequently,Medium,5,No,6,2,392.315,126,63,2,583.315
2230,CNG,2573,Obese,Male,Vegan,Never,Walk/Bicycle,Electric,Never,Medium,9,No,6,20,347.355,126,63,3.6,539.955
2231,Diesel,812,Normal,Male,Pescatarian,Often,Private,None,Rarely,Small,7,No,9,21,145.0773333,189,162,2.8,498.8773333
2232,Petrol,2673,Overweight,Female,Omnivore,Never,Public,None,Very Frequently,Medium,0,No,21,4,514.5525,441,225,0,1180.5525
2233,Diesel,2088,Underweight,Male,Vegetarian,No,Walk/Bicycle,CNG,Never,Large,2,No,19,7,373.056,399,108,0.8,880.856
2234,Electric,1721,Normal,Male,Pescatarian,Often,Public,Electric,Rarely,Medium,6,Yes,12,21,206.52,252,162,2.4,622.92
2235,Petrol,1310,Overweight,Male,Vegan,Often,Public,CNG,Never,Large,8,No,14,17,252.175,294,63,3.2,612.375
2236,CNG,2735,Normal,Male,Vegetarian,Never,Private,Electric,Frequently,Extra Large,9,Yes,20,4,369.225,420,108,3.6,900.825
2237,Electric,2532,Underweight,Male,Vegetarian,Often,Private,Diesel,Rarely,Medium,1,Yes,4,11,303.84,84,108,0.4,496.24
2238,Electric,2007,Overweight,Female,Vegetarian,Often,Public,Diesel,Rarely,Medium,3,Yes,15,22,240.84,315,108,1.2,665.04
2239,CNG,949,Obese,Male,Pescatarian,Never,Private,Diesel,Very Frequently,Large,3,Yes,5,28,128.115,105,162,1.2,396.315
2240,Petrol,2394,Normal,Male,Vegetarian,Often,Public,Petrol,Never,Small,6,Yes,3,17,460.845,63,108,2.4,634.245
2241,Petrol,1877,Underweight,Male,Omnivore,No,Public,CNG,Frequently,Extra Large,4,No,5,20,361.3225,105,225,1.6,692.9225
2242,Electric,1096,Obese,Female,Vegan,Never,Private,CNG,Very Frequently,Extra Large,4,No,22,11,131.52,462,63,1.6,658.12
2243,Petrol,2647,Underweight,Female,Pescatarian,Never,Private,Diesel,Rarely,Large,6,Yes,22,20,509.5475,462,162,2.4,1135.9475
2244,Diesel,1115,Normal,Male,Pescatarian,Never,Walk/Bicycle,None,Very Frequently,Small,1,No,15,7,199.2133333,315,162,0.4,676.6133333
2245,CNG,1447,Underweight,Male,Vegetarian,Never,Private,CNG,Very Frequently,Medium,7,No,18,29,195.345,378,108,2.8,684.145
2246,Diesel,2081,Overweight,Male,Vegan,No,Walk/Bicycle,Electric,Frequently,Small,5,No,5,8,371.8053333,105,63,2,541.8053333
2247,Petrol,1055,Underweight,Male,Vegetarian,Never,Private,CNG,Rarely,Small,4,No,10,14,203.0875,210,108,1.6,522.6875
2248,Electric,777,Normal,Female,Vegetarian,No,Private,CNG,Frequently,Large,0,No,13,2,93.24,273,108,0,474.24
2249,CNG,2513,Overweight,Female,Pescatarian,Never,Private,Electric,Rarely,Small,1,Yes,22,14,339.255,462,162,0.4,963.655
2250,Petrol,990,Underweight,Male,Omnivore,Never,Private,Diesel,Never,Small,5,No,14,27,190.575,294,225,2,711.575
2251,Petrol,754,Underweight,Male,Vegan,Often,Public,Diesel,Never,Large,5,Yes,0,3,145.145,0,63,2,210.145
2252,Electric,2928,Overweight,Female,Vegan,Often,Private,Electric,Frequently,Small,8,Yes,3,27,351.36,63,63,3.2,480.56
